PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-09-02,13:04:40.38,"Paz, Marcos",1000164464,Right,LSU_TIG,,Fastball,Live,,90.06131,-1.923175375,-5.004659036,2280.959303,218.6233523,1:15,5.9819,2.89854,,-21.35134,15.93025,12.76405,2.34707,-0.85854,81.6593,-5.8030069,-2.685151812,0.4394592365,-7.91309,8.61718,-2.34573,50,5.74142,10.84902,-130.10705,-5.29638,-13.50422,28.42086,-17.46825,136fb290-ab6d-4c3d-8d73-ce6f5f3a9ff0,1aa949a0-302d-40da-900f-7e8fc4ee565c,,Pitching,22280001,,,,,,,,,,,,,,,,,,,,38.67063051,1780.860802,0.7807508006,
2,2025-09-02,13:05:13.12,"Paz, Marcos",1000164464,Right,LSU_TIG,,Fastball,Live,,91.74783,-0.9397495422,-3.541006187,2243.181484,214.5721507,1:15,5.95577,2.95686,4.94181,-18.75788,16.11192,11.13534,3.50284,0.53455,82.42215,-4.429376967,-1.468633825,0.4250070094,-6.96887,8.73649,-2.62188,50,5.84948,7.799,-132.93756,-2.90459,-12.28424,32.47785,-16.77397,751fc984-6948-4d4f-be3f-5213ecdabecc,1aa949a0-302d-40da-900f-7e8fc4ee565c,88.68663,Pitching,22280001,,,,,,,,,,,,,,,,,,,,31.85397843,1905.349089,0.8493958701,
3,2025-09-02,13:05:32.10,"Paz, Marcos",1000164464,Right,LSU_TIG,,Fastball,Live,,90.96681,-1.885934619,-4.699922556,2206.035171,214.0294681,1:15,5.93757,2.8429,4.98668,-17.84616,17.50774,11.854,2.66315,-0.61664,82.17668,-5.194570968,-2.503086978,0.4279471153,-7.63979,9.7414,-2.39911,50,5.74136,10.37245,-131.63302,-5.02582,-13.28162,30.3333,-15.23884,29d47ce7-87ef-4056-81f5-72d348aa2ebe,1aa949a0-302d-40da-900f-7e8fc4ee565c,88.07733,Pitching,22280001,,,,,,,,,,,,,,,,,,,,32.0378675,1870.050898,0.8476976807,
4,2025-09-02,13:05:52.65,"Paz, Marcos",1000164464,Right,LSU_TIG,,Fastball,Live,,91.23428,-1.722712004,-3.751994404,2201.320355,210.3069741,1:00,5.96794,2.80492,4.9638,-17.22629,17.91062,10.49186,2.90125,0.13026,82.32377,-4.91916362,-1.803635964,0.426631745,-6.65189,9.90613,-2.4503,50,5.78741,8.26721,-132.17101,-4.64106,-11.64013,31.00074,-14.83933,b797fd2f-98a5-49ce-a8a7-3241c05b8f73,1aa949a0-302d-40da-900f-7e8fc4ee565c,88.34889,Pitching,22280001,,,,,,,,,,,,,,,,,,,,,,,
5,2025-09-02,13:06:20.92,"Paz, Marcos",1000164464,Right,LSU_TIG,,Sinker,Live,,91.50408,-0.1526879613,-3.544357009,2223.552874,243.2196108,2:00,5.74762,3.10004,4.72633,-24.81312,10.48146,20.85876,3.53473,1.47149,82.30311,-4.748600531,0.3235759549,0.4275878695,-11.95926,5.49186,-2.76034,50,5.71099,7.3874,-132.56536,-1.33376,-20.99243,31.93215,-22.53404,49f94d80-8537-4a0b-b0a3-6049940c5529,1aa949a0-302d-40da-900f-7e8fc4ee565c,88.15133,Pitching,22280001,,,,,,,,,,,,,,,,,,,,27.1102864,1979.253356,0.8901310056,
6,2025-09-02,13:06:41.29,"Paz, Marcos",1000164464,Right,LSU_TIG,,Sinker,Live,,91.32472,-1.654146636,-5.318994625,2250.664866,239.662596,2:00,5.80137,2.86707,5.08864,-24.25595,10.75487,18.41451,2.21406,-0.62525,82.51648,-6.157240255,-1.900116951,0.4258655884,-11.3066,6.15899,-2.37746,50,5.62593,11.60509,-132.06086,-4.73905,-19.77557,30.64513,-21.40179,b4c1a6c2-c441-4486-bb22-5b714b5de8df,1aa949a0-302d-40da-900f-7e8fc4ee565c,88.50783,Pitching,22280001,,,,,,,,,,,,,,,,,,,,,,,
7,2025-09-02,13:07:06.57,"Paz, Marcos",1000164464,Right,LSU_TIG,,Sinker,Live,,92.07525,-0.2402954394,-2.973824841,2209.082729,229.4835393,1:45,5.78137,3.13657,4.91871,-20.45895,13.96961,16.39816,3.84899,1.68931,83.14942,-4.036808029,0.07156966237,0.4223094821,-9.47225,7.36915,-2.85994,50,5.74141,6.30126,-133.55983,-1.35581,-16.94945,31.28229,-18.98785,88979602-6aab-418c-bd2b-1429894626b5,1aa949a0-302d-40da-900f-7e8fc4ee565c,89.25312,Pitching,22280001,,,,,,,,,,,,,,,,,,,,24.95530581,2002.836534,0.9066371792,
8,2025-09-02,13:07:37.71,"Paz, Marcos",1000164464,Right,LSU_TIG,,Sinker,Live,,91.64424,0.9347721255,-3.244591108,2148.304132,227.6042021,1:30,5.74659,3.13464,4.98769,-20.93271,13.68972,15.06337,4.88624,1.32334,82.80831,-2.952570653,-0.44759842,0.423496827,-8.85348,6.883,-2.83414,50,5.82009,6.95763,-132.92193,1.36956,-15.72373,30.43933,-19.94987,1720e50c-89f6-4c31-b2f9-9a8bc68a644f,1aa949a0-302d-40da-900f-7e8fc4ee565c,89.00288,Pitching,22280001,,,,,,,,,,,,,,,,,,,,28.71018493,1884.193308,0.877060785,
9,2025-09-02,13:07:59.11,"Paz, Marcos",1000164464,Right,LSU_TIG,,Sinker,Live,,91.12116,-0.191315744,-3.892584552,2250.061161,241.7577771,2:00,5.83908,2.92556,5.03928,-26.05379,9.00209,16.84525,3.48706,0.65209,82.34985,-5.031356406,-0.7607915212,0.4261395286,-10.02389,4.77981,-2.56717,50,5.80057,8.35091,-132.07705,-1.42576,-17.54124,30.58039,-23.80964,2aa250bd-6ec3-476a-9632-51447d624f95,1aa949a0-302d-40da-900f-7e8fc4ee565c,88.45093,Pitching,22280001,,,,,,,,,,,,,,,,,,,,33.93892018,1866.725499,0.8296332255,
10,2025-09-02,13:08:29.02,"Paz, Marcos",1000164464,Right,LSU_TIG,,Sinker,Live,,90.74663,-1.055124709,-2.571014808,2242.446064,224.0473549,1:30,5.82845,3.08868,,-20.29794,16.13472,15.6369,3.12441,1.9256,82.04121,-4.766168502,0.2937569478,0.4344270708,-8.72592,8.52202,-2.81993,50,5.69099,5.24274,-131.50054,-3.28369,-15.1558,29.99137,-17.37239,2b58c5c6-cfba-46c8-851a-3b8910ff49f5,1aa949a0-302d-40da-900f-7e8fc4ee565c,,Pitching,22280001,,,,,,,,,,,,,,,,,,,,28.5174253,1970.374465,0.8786719542,
